"SampleID",SampleType,SampleSource,Host/SampleName,CollectionDate,CollectorName,CollectionMethod,CollectionDepth_cm,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,ExtractionDate,FwdPrimer,RevPrimer,AmplicationDate,LibraryPrepDate,DNAConcentration [ng/uL],LibraryMethod,FwdBarcode,RevBarcode,Library-Run_Name,SampleDescription,Project_Name,Plate,PlateLocation,SequencingRun_Name,Burned,BurnYear,Diet,ActivityLevel,Age,Gender,Ethnicity,WeeklyChewTobacco,WeeklyAlcohol,WeeklyCigarettes,WeeklyVape,WeeklyDrugs
"WS-6-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23454955,36.06614699,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A704,,Woolsey_Wet_Prairie_WS_6.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2344852,36.06620176,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A704,,Woolsey_Wet_Prairie_WS_6.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23406156,36.06636367,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A704,,Woolsey_Wet_Prairie_WS_7.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23418202,36.06628684,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A704,,Woolsey_Wet_Prairie_WS_7.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23429759,36.06627432,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A705,,Woolsey_Wet_Prairie_WS_7.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23436016,36.06631323,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A705,,Woolsey_Wet_Prairie_WS_7.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23425898,36.06636947,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A705,,Woolsey_Wet_Prairie_WS_7.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23446379,36.06631667,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A705,,Woolsey_Wet_Prairie_WS_8.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23458283,36.0663276,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A705,,Woolsey_Wet_Prairie_WS_8.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23453704,36.06642554,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A705,,Woolsey_Wet_Prairie_WS_8.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23442199,36.06638669,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A705,,Woolsey_Wet_Prairie_WS_8.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23440345,36.06638313,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A705,,Woolsey_Wet_Prairie_WS_8.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23465193,36.06622432,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A706,,Woolsey_Wet_Prairie_WS_9.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23466705,36.06627058,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A706,,Woolsey_Wet_Prairie_WS_9.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23479456,36.06627799,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A706,,Woolsey_Wet_Prairie_WS_9.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23474355,36.06639002,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A706,,Woolsey_Wet_Prairie_WS_9.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23462519,36.06639531,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A706,,Woolsey_Wet_Prairie_WS_9.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23411098,36.06645153,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A706,,Woolsey_Wet_Prairie_WS_10.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23420595,36.06642115,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A706,,Woolsey_Wet_Prairie_WS_10.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23428928,36.06643351,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A706,,Woolsey_Wet_Prairie_WS_10.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23412707,36.06649852,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A707,,Woolsey_Wet_Prairie_WS_10.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23410024,36.06656346,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A707,,Woolsey_Wet_Prairie_WS_10.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23460694,36.06655025,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A707,,Woolsey_Wet_Prairie_WS_11.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23464801,36.06650849,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A707,,Woolsey_Wet_Prairie_WS_11.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23454188,36.06647887,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A707,,Woolsey_Wet_Prairie_WS_11.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23447613,36.06649135,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A707,,Woolsey_Wet_Prairie_WS_11.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23438596,36.06645784,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A707,,Woolsey_Wet_Prairie_WS_11.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-12-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23442195,36.06657361,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A707,,Woolsey_Wet_Prairie_WS_12.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-12-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23438468,36.06664753,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A708,,Woolsey_Wet_Prairie_WS_12.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-12-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23432976,36.06661613,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A708,,Woolsey_Wet_Prairie_WS_12.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-12-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23430973,36.06657203,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A708,,Woolsey_Wet_Prairie_WS_12.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-12-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23426856,36.06665277,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A708,,Woolsey_Wet_Prairie_WS_12.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-13-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23488839,36.06646393,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A708,,Woolsey_Wet_Prairie_WS_13.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-13-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23471456,36.06644272,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A708,,Woolsey_Wet_Prairie_WS_13.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-13-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23477119,36.06652707,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A708,,Woolsey_Wet_Prairie_WS_13.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-13-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23486675,36.06655675,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A708,,Woolsey_Wet_Prairie_WS_13.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-13-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23464088,36.06660953,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A709,,Woolsey_Wet_Prairie_WS_13.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-14-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23488727,36.0666358,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A709,,Woolsey_Wet_Prairie_WS_14.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-14-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23495176,36.06655918,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A709,,Woolsey_Wet_Prairie_WS_14.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-14-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23499238,36.06650342,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A709,,Woolsey_Wet_Prairie_WS_14.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-14-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23501346,36.06657692,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A709,,Woolsey_Wet_Prairie_WS_14.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-14-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23518333,36.06662713,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A709,,Woolsey_Wet_Prairie_WS_14.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-15-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23542518,36.06655537,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S511,i7_A709,,Woolsey_Wet_Prairie_WS_15.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-15-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23539269,36.06653313,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S513,i7_A709,,Woolsey_Wet_Prairie_WS_15.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-15-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23531587,36.06650183,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S502,i7_A710,,Woolsey_Wet_Prairie_WS_15.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-15-4-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23532216,36.06642577,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S503,i7_A710,,Woolsey_Wet_Prairie_WS_15.4_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-15-5-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23546398,36.06633877,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S505,i7_A710,,Woolsey_Wet_Prairie_WS_15.5_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-16-1-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23526509,36.06653244,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S507,i7_A710,,Woolsey_Wet_Prairie_WS_16.1_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-16-2-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23523167,36.06652327,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S508,i7_A710,,Woolsey_Wet_Prairie_WS_16.2_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-16-3-B",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23518342,36.06653175,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,515f-Next,806r-Next,2018-11-18,2018-11-19,,2-Step PCR,i5_S510,i7_A710,,Woolsey_Wet_Prairie_WS_16.3_B,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
